2026-08-08T15:13:39.831603900Z [inf]  Starting Container
2026-08-08T15:33:34.369277393Z [inf]  [IndependenceScore] cb91bfb8: no responses — excluded
2026-08-08T15:33:34.369280633Z [inf]  [IndependenceScore] 7816efad: no responses — excluded
2026-08-08T15:33:34.369284383Z [inf]  [IndependenceScore] 896791f0: no responses — excluded
2026-08-08T15:33:34.369288263Z [inf]  [IndependenceScore] 70c8b996: no responses — excluded
2026-08-08T15:33:34.369292113Z [inf]  [IndependenceScore] 35395955: no responses — excluded
2026-08-08T15:33:34.369295123Z [inf]  [IndependenceScore] f4ff6c26: no responses — excluded
2026-08-08T15:33:34.369391291Z [inf]  [IndependenceScore] 946be4f5: no responses — excluded
2026-08-08T15:33:34.369395131Z [inf]  [IndependenceScore] 6a400c3a: no responses — excluded
2026-08-08T15:33:34.369399491Z [inf]  [IndependenceScore] 69357e28: no responses — excluded
2026-08-08T15:33:34.369403261Z [inf]  [IndependenceScore] bb91a3fe: no responses — excluded
2026-08-08T15:33:34.369406461Z [inf]  [IndependenceScore] 75196236: no responses — excluded
2026-08-08T15:33:34.369409881Z [inf]  [IndependenceScore] 30a59e8c: no responses — excluded
2026-08-08T15:33:34.369413071Z [inf]  [IndependenceScore] af5edb36 Q1: raw=5/35 norm=14 words=12 fired=[answered_not_skipped]
2026-08-08T15:33:34.369416211Z [inf]  [IndependenceScore] af5edb36 Q2: raw=0/35 norm=0 words=2 fired=[none]
2026-08-08T15:33:34.369419441Z [inf]  [IndependenceScore] af5edb36: session_score=7 (avg=7 bonus=0)
2026-08-08T15:33:34.369422631Z [inf]  [IndependenceScore] 225c3f67: no responses — excluded
2026-08-08T15:33:34.369425791Z [inf]  [IndependenceScore] 21f08e5e: no responses — excluded
2026-08-08T15:33:34.369429261Z [inf]  [IndependenceScore] 6247a090: no responses — excluded
2026-08-08T15:33:34.369432560Z [inf]  [IndependenceScore] 0f8dbf67: no responses — excluded
2026-08-08T15:33:34.369435750Z [inf]  [IndependenceScore] 8d37d102: no responses — excluded
2026-08-08T15:33:34.369439080Z [inf]  [IndependenceScore] 5487eb65: no responses — excluded
2026-08-08T15:33:34.369442180Z [inf]  [IndependenceScore] 0ab5f215: no responses — excluded
2026-08-08T15:33:34.369445400Z [inf]  [IndependenceScore] c7c45727: no responses — excluded
2026-08-08T15:33:34.369449060Z [inf]  [IndependenceScore] 48800065: no responses — excluded
2026-08-08T15:33:34.369452510Z [inf]  [IndependenceScore] 4ecad15b: no responses — excluded
2026-08-08T15:33:34.369455500Z [inf]  [IndependenceScore] 77476658: no responses — excluded
2026-08-08T15:33:34.369770555Z [inf]  [IndependenceScore] 35cb15b5: no responses — excluded
2026-08-08T15:33:34.369774375Z [inf]  [IndependenceScore] abbe0123: no responses — excluded
2026-08-08T15:33:34.369777545Z [inf]  [IndependenceScore] 07a98d6a: no responses — excluded
2026-08-08T15:33:34.369782215Z [inf]  [IndependenceScore] 82f6ce3c: no responses — excluded
2026-08-08T15:33:34.369786255Z [inf]  [IndependenceScore] 6ffeeade: no responses — excluded
2026-08-08T15:33:34.369789475Z [inf]  [IndependenceScore] 520afaa1: no responses — excluded
2026-08-08T15:33:34.369792934Z [inf]  [IndependenceScore] 9017ebf8: no responses — excluded
2026-08-08T15:33:34.369796104Z [inf]  [IndependenceScore] 487e7acf: no responses — excluded
2026-08-08T15:33:34.369799054Z [inf]  [IndependenceScore] 2555bac0 Q2: raw=5/35 norm=14 words=28 fired=[answered_not_skipped]
2026-08-08T15:33:34.369802604Z [inf]  [IndependenceScore] 2555bac0 Q1: raw=5/35 norm=14 words=27 fired=[answered_not_skipped]
2026-08-08T15:33:34.369806644Z [inf]  [IndependenceScore] 2555bac0: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.369809634Z [inf]  [IndependenceScore] 8651d1d1: no responses — excluded
2026-08-08T15:33:34.369814934Z [inf]  [IndependenceScore] acbc805f Q1: raw=5/35 norm=14 words=8 fired=[answered_not_skipped]
2026-08-08T15:33:34.369818044Z [inf]  [IndependenceScore] acbc805f Q2: raw=5/35 norm=14 words=11 fired=[answered_not_skipped]
2026-08-08T15:33:34.369821224Z [inf]  [IndependenceScore] acbc805f: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.369824164Z [inf]  [IndependenceScore] f26a71b3: no responses — excluded
2026-08-08T15:33:34.369827534Z [inf]  [IndependenceScore] 8d5342a9 Q2: raw=5/35 norm=14 words=16 fired=[answered_not_skipped]
2026-08-08T15:33:34.369831364Z [inf]  [IndependenceScore] 8d5342a9 Q1: raw=5/35 norm=14 words=8 fired=[answered_not_skipped]
2026-08-08T15:33:34.369834734Z [inf]  [IndependenceScore] 8d5342a9: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.370057910Z [inf]  [IndependenceScore] 77cf1751: no responses — excluded
2026-08-08T15:33:34.370063460Z [inf]  [IndependenceScore] af713bd7: no responses — excluded
2026-08-08T15:33:34.370066600Z [inf]  [IndependenceScore] e5fb059a: no responses — excluded
2026-08-08T15:33:34.370070870Z [inf]  [IndependenceScore] 249cc552 Q1: raw=15/35 norm=43 words=30 fired=[stakeholder_surfacing, answered_not_skipped]
2026-08-08T15:33:34.370071710Z [inf]  [IndependenceScore] 416346f7: no responses — excluded
2026-08-08T15:33:34.370080370Z [inf]  [IndependenceScore] c455f829 Q1: raw=5/35 norm=14 words=7 fired=[answered_not_skipped]
2026-08-08T15:33:34.370081140Z [inf]  [IndependenceScore] 249cc552: session_score=29 (avg=29 bonus=0)
2026-08-08T15:33:34.370086510Z [inf]  [IndependenceScore] c455f829: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.370089090Z [inf]  [IndependenceScore] 46a65b13: no responses — excluded
2026-08-08T15:33:34.370092450Z [inf]  [IndependenceScore] c586d700: no responses — excluded
2026-08-08T15:33:34.370096979Z [inf]  [IndependenceScore] d184e1b9: no responses — excluded
2026-08-08T15:33:34.370099239Z [inf]  [IndependenceScore] 163a466a: no responses — excluded
2026-08-08T15:33:34.370102639Z [inf]  [IndependenceScore] 4790c133: no responses — excluded
2026-08-08T15:33:34.370105529Z [inf]  [IndependenceScore] d121141e: no responses — excluded
2026-08-08T15:33:34.370108599Z [inf]  [IndependenceScore] f7cde155: no responses — excluded
2026-08-08T15:33:34.370111169Z [inf]  [IndependenceScore] 6087e984: no responses — excluded
2026-08-08T15:33:34.370113779Z [inf]  [IndependenceScore] bd114ad7: no responses — excluded
2026-08-08T15:33:34.370116499Z [inf]  [IndependenceScore] 5e33125d: no responses — excluded
2026-08-08T15:33:34.370119089Z [inf]  [IndependenceScore] 5bb57b7e: no responses — excluded
2026-08-08T15:33:34.370121809Z [inf]  [IndependenceScore] 249cc552 Q2: raw=5/35 norm=14 words=27 fired=[answered_not_skipped]
2026-08-08T15:33:34.370458273Z [inf]  [IndependenceScore] 56015b14: no responses — excluded
2026-08-08T15:33:34.370461743Z [inf]  [IndependenceScore] dbf3d88b: no responses — excluded
2026-08-08T15:33:34.370465863Z [inf]  [IndependenceScore] c0419714: no responses — excluded
2026-08-08T15:33:34.370469563Z [inf]  [IndependenceScore] c91ab45a: no responses — excluded
2026-08-08T15:33:34.370473553Z [inf]  [IndependenceScore] 42c58f72: no responses — excluded
2026-08-08T15:33:34.370477023Z [inf]  [IndependenceScore] 0461c59c: no responses — excluded
2026-08-08T15:33:34.370480223Z [inf]  [IndependenceScore] 486a6893: no responses — excluded
2026-08-08T15:33:34.370483793Z [inf]  [IndependenceScore] 1406c2fe Q3: raw=0/35 norm=0 words=1 fired=[none]
2026-08-08T15:33:34.370486893Z [inf]  [IndependenceScore] 1406c2fe Q1: raw=5/35 norm=14 words=6 fired=[answered_not_skipped]
2026-08-08T15:33:34.370490503Z [inf]  [IndependenceScore] 1406c2fe Q2: raw=13/35 norm=37 words=37 fired=[premortem_thinking, answered_not_skipped]
2026-08-08T15:33:34.370494263Z [inf]  [IndependenceScore] 1406c2fe: session_score=27 (avg=17 bonus=10)
2026-08-08T15:33:34.370497653Z [inf]  [IndependenceScore] 2381be4b: no responses — excluded
2026-08-08T15:33:34.370501443Z [inf]  [IndependenceScore] b5fc49fc: no responses — excluded
2026-08-08T15:33:34.370505163Z [inf]  [IndependenceScore] 0bb5bbc3: no responses — excluded
2026-08-08T15:33:34.370509813Z [inf]  [IndependenceScore] 47f41eec: no responses — excluded
2026-08-08T15:33:34.370524492Z [inf]  [IndependenceScore] c6eac4e1: no responses — excluded
2026-08-08T15:33:34.370527932Z [inf]  [IndependenceScore] 54519be5: no responses — excluded
2026-08-08T15:33:34.370531852Z [inf]  [IndependenceScore] b4ed3bf6: no responses — excluded
2026-08-08T15:33:34.370535372Z [inf]  [IndependenceScore] ee857c24: no responses — excluded
2026-08-08T15:33:34.370538752Z [inf]  [IndependenceScore] b5fc4415: no responses — excluded
2026-08-08T15:33:34.370724619Z [inf]  [IndependenceScore] 4af4658a: no responses — excluded
2026-08-08T15:33:34.370730769Z [inf]  [IndependenceScore] 83e3057f Q1: raw=5/35 norm=14 words=23 fired=[answered_not_skipped]
2026-08-08T15:33:34.370735859Z [inf]  [IndependenceScore] 83e3057f Q2: raw=5/35 norm=14 words=28 fired=[answered_not_skipped]
2026-08-08T15:33:34.370740099Z [inf]  [IndependenceScore] 83e3057f: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.370744829Z [inf]  [IndependenceScore] 01e4e2ce Q2: raw=5/35 norm=14 words=58 fired=[answered_not_skipped]
2026-08-08T15:33:34.370749489Z [inf]  [IndependenceScore] 01e4e2ce Q1: raw=10/35 norm=29 words=71 fired=[response_depth, answered_not_skipped]
2026-08-08T15:33:34.370754389Z [inf]  [IndependenceScore] 01e4e2ce Q3: raw=5/35 norm=14 words=53 fired=[answered_not_skipped]
2026-08-08T15:33:34.370759488Z [inf]  [IndependenceScore] 01e4e2ce: session_score=29 (avg=19 bonus=10)
2026-08-08T15:33:34.370764748Z [inf]  [IndependenceScore] 77521f2e: no responses — excluded
2026-08-08T15:33:34.370769338Z [inf]  [IndependenceScore] 0abf2b96: no responses — excluded
2026-08-08T15:33:34.370773558Z [inf]  [IndependenceScore] 62207d6c: no responses — excluded
2026-08-08T15:33:34.370777928Z [inf]  [IndependenceScore] 99ed10b1 Q1: raw=10/35 norm=29 words=243 fired=[response_depth, answered_not_skipped]
2026-08-08T15:33:34.370782828Z [inf]  [IndependenceScore] 99ed10b1 Q2: raw=5/35 norm=14 words=15 fired=[answered_not_skipped]
2026-08-08T15:33:34.370786598Z [inf]  [IndependenceScore] 99ed10b1: session_score=22 (avg=22 bonus=0)
2026-08-08T15:33:34.370790858Z [inf]  [IndependenceScore] 715ea166: no responses — excluded
2026-08-08T15:33:34.370794938Z [inf]  [IndependenceScore] 24727348 Q1: raw=5/35 norm=14 words=40 fired=[answered_not_skipped]
2026-08-08T15:33:34.370799158Z [inf]  [IndependenceScore] 24727348 Q2: raw=5/35 norm=14 words=14 fired=[answered_not_skipped]
2026-08-08T15:33:34.370803508Z [inf]  [IndependenceScore] 24727348: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.371053314Z [inf]  [IndependenceScore] 73f8445a: no responses — excluded
2026-08-08T15:33:34.371057774Z [inf]  [IndependenceScore] 2f84fb39 Q1: raw=5/35 norm=14 words=8 fired=[answered_not_skipped]
2026-08-08T15:33:34.371060773Z [inf]  [IndependenceScore] a1cf8efb: no responses — excluded
2026-08-08T15:33:34.371064283Z [inf]  [IndependenceScore] d2988c1c: no responses — excluded
2026-08-08T15:33:34.371068053Z [inf]  [IndependenceScore] 09ace90e: no responses — excluded
2026-08-08T15:33:34.371074083Z [inf]  [IndependenceScore] fbde45c7: no responses — excluded
2026-08-08T15:33:34.371075333Z [inf]  [IndependenceScore] 7b6d02a7: no responses — excluded
2026-08-08T15:33:34.371080033Z [inf]  [IndependenceScore] 247404ea: no responses — excluded
2026-08-08T15:33:34.371084243Z [inf]  [IndependenceScore] eca483a4: no responses — excluded
2026-08-08T15:33:34.371086933Z [inf]  [IndependenceScore] 727bfce9: no responses — excluded
2026-08-08T15:33:34.371091353Z [inf]  [IndependenceScore] 0ff01b20: no responses — excluded
2026-08-08T15:33:34.371096133Z [inf]  [IndependenceScore] 9a7e9d4d: no responses — excluded
2026-08-08T15:33:34.371100463Z [inf]  [IndependenceScore] fba2a28b: no responses — excluded
2026-08-08T15:33:34.371104923Z [inf]  [IndependenceScore] 055c0688: no responses — excluded
2026-08-08T15:33:34.371109143Z [inf]  [IndependenceScore] a3a6462b: no responses — excluded
2026-08-08T15:33:34.371113523Z [inf]  [IndependenceScore] c84203b5: no responses — excluded
2026-08-08T15:33:34.371117963Z [inf]  [IndependenceScore] f0f26590 Q1: raw=0/35 norm=0 words=2 fired=[none]
2026-08-08T15:33:34.371127772Z [inf]  [IndependenceScore] f0f26590 Q2: raw=5/35 norm=14 words=14 fired=[answered_not_skipped]
2026-08-08T15:33:34.371132162Z [inf]  [IndependenceScore] f0f26590 Q3: raw=0/35 norm=0 words=3 fired=[none]
2026-08-08T15:33:34.371136732Z [inf]  [IndependenceScore] f0f26590: session_score=15 (avg=5 bonus=10)
2026-08-08T15:33:34.371345059Z [inf]  [IndependenceScore] 2f84fb39 Q3: raw=5/35 norm=14 words=13 fired=[answered_not_skipped]
2026-08-08T15:33:34.371349959Z [inf]  [IndependenceScore] 2f84fb39 Q2: raw=5/35 norm=14 words=8 fired=[answered_not_skipped]
2026-08-08T15:33:34.371354659Z [inf]  [IndependenceScore] 2f84fb39: session_score=24 (avg=14 bonus=10)
2026-08-08T15:33:34.371359699Z [inf]  [IndependenceScore] 0bf01f0f: no responses — excluded
2026-08-08T15:33:34.371361648Z [inf]  [IndependenceScore] 630e84a2: no responses — excluded
2026-08-08T15:33:34.371364538Z [inf]  [IndependenceScore] 0bef239c Q1: raw=5/35 norm=14 words=7 fired=[answered_not_skipped]
2026-08-08T15:33:34.371370298Z [inf]  [IndependenceScore] 0bef239c Q3: raw=5/35 norm=14 words=28 fired=[answered_not_skipped]
2026-08-08T15:33:34.371375328Z [inf]  [IndependenceScore] 2335cb74: no responses — excluded
2026-08-08T15:33:34.371377158Z [inf]  [IndependenceScore] 0bef239c Q2: raw=5/35 norm=14 words=7 fired=[answered_not_skipped]
2026-08-08T15:33:34.371382818Z [inf]  [IndependenceScore] 0bef239c: session_score=24 (avg=14 bonus=10)
2026-08-08T15:33:34.371386058Z [inf]  [IndependenceScore] 869f865e: no responses — excluded
2026-08-08T15:33:34.371388848Z [inf]  [IndependenceScore] 98d72472: no responses — excluded
2026-08-08T15:33:34.371394168Z [inf]  [IndependenceScore] 635e3a8f: no responses — excluded
2026-08-08T15:33:34.371396958Z [inf]  [IndependenceScore] 060b743d: no responses — excluded
2026-08-08T15:33:34.371399928Z [inf]  [IndependenceScore] 52d09fbf: no responses — excluded
2026-08-08T15:33:34.371402998Z [inf]  [IndependenceScore] 2fcc0dc2: no responses — excluded
2026-08-08T15:33:34.371405768Z [inf]  [IndependenceScore] 7afebd1e Q1: raw=5/35 norm=14 words=3 fired=[answered_not_skipped]
2026-08-08T15:33:34.371408248Z [inf]  [IndependenceScore] 7afebd1e: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.371410678Z [inf]  [IndependenceScore] 0765a9c1: no responses — excluded
2026-08-08T15:33:34.371786381Z [inf]  [IndependenceScore] e97a8ec6: no responses — excluded
2026-08-08T15:33:34.371789971Z [inf]  [IndependenceScore] 517bdcb6 Q1: raw=5/35 norm=14 words=13 fired=[answered_not_skipped]
2026-08-08T15:33:34.371796481Z [inf]  [IndependenceScore] 9d905fb7: no responses — excluded
2026-08-08T15:33:34.371799341Z [inf]  [IndependenceScore] 517bdcb6: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.371800251Z [inf]  [IndependenceScore] 7d23a35b: no responses — excluded
2026-08-08T15:33:34.371804121Z [inf]  [IndependenceScore] 9b99fd27: no responses — excluded
2026-08-08T15:33:34.371808221Z [inf]  [IndependenceScore] ec355ec9: no responses — excluded
2026-08-08T15:33:34.371809081Z [inf]  [IndependenceScore] 0a9cbdb8: no responses — excluded
2026-08-08T15:33:34.371810901Z [inf]  [IndependenceScore] fbfa7332: no responses — excluded
2026-08-08T15:33:34.371817971Z [inf]  [IndependenceScore] 432f396b: no responses — excluded
2026-08-08T15:33:34.371818451Z [inf]  [IndependenceScore] 2f344e9e: no responses — excluded
2026-08-08T15:33:34.371818781Z [inf]  [IndependenceScore] 29df6bc1: no responses — excluded
2026-08-08T15:33:34.371827491Z [inf]  [IndependenceScore] 788b083d: no responses — excluded
2026-08-08T15:33:34.371828871Z [inf]  [IndependenceScore] 9fbe9257: no responses — excluded
2026-08-08T15:33:34.371832271Z [inf]  [IndependenceScore] e25e5e06: no responses — excluded
2026-08-08T15:33:34.371836341Z [inf]  [IndependenceScore] 50754b27: no responses — excluded
2026-08-08T15:33:34.371842901Z [inf]  [IndependenceScore] 4c64f096: no responses — excluded
2026-08-08T15:33:34.371843670Z [inf]  [IndependenceScore] 0fd8828b: no responses — excluded
2026-08-08T15:33:34.371850280Z [inf]  [IndependenceScore] c4e8d73b: no responses — excluded
2026-08-08T15:33:34.371852790Z [inf]  [IndependenceScore] 619b54f6: no responses — excluded
2026-08-08T15:33:34.371856010Z [inf]  [IndependenceScore] 5ce517ac: no responses — excluded
2026-08-08T15:33:34.371859990Z [inf]  [IndependenceScore] 746faeae: no responses — excluded
2026-08-08T15:33:34.371864030Z [inf]  [IndependenceScore] a3d8a5a4: no responses — excluded
2026-08-08T15:33:34.371867560Z [inf]  [IndependenceScore] aba014c6: no responses — excluded
2026-08-08T15:33:34.371871120Z [inf]  [IndependenceScore] 285fc19d: no responses — excluded
2026-08-08T15:33:34.371874820Z [inf]  [IndependenceScore] 3e816c28: no responses — excluded
2026-08-08T15:33:34.371878110Z [inf]  [IndependenceScore] 88be56f6: no responses — excluded
2026-08-08T15:33:34.371885190Z [inf]  [IndependenceScore] ef3fab3e Q1: raw=5/35 norm=14 words=16 fired=[answered_not_skipped]
2026-08-08T15:33:34.371893660Z [inf]  [IndependenceScore] ef3fab3e: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.371900030Z [inf]  [IndependenceScore] cc1e31fc Q1: raw=5/35 norm=14 words=5 fired=[answered_not_skipped]
2026-08-08T15:33:34.371904449Z [inf]  [IndependenceScore] cc1e31fc: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.371908359Z [inf]  [IndependenceScore] 482006da Q1: raw=0/35 norm=0 words=1 fired=[none]
2026-08-08T15:33:34.371912649Z [inf]  [IndependenceScore] 482006da: session_score=0 (avg=0 bonus=0)
2026-08-08T15:33:34.371916639Z [inf]  [IndependenceScore] b251f4f0: no responses — excluded
2026-08-08T15:33:34.371920799Z [inf]  [IndependenceScore] 3dbc6208: no responses — excluded
2026-08-08T15:33:34.371925069Z [inf]  [IndependenceScore] 5719dce4 Q2: raw=5/35 norm=14 words=15 fired=[answered_not_skipped]
2026-08-08T15:33:34.371930189Z [inf]  [IndependenceScore] 5719dce4 Q1: raw=5/35 norm=14 words=30 fired=[answered_not_skipped]
2026-08-08T15:33:34.371939079Z [inf]  [IndependenceScore] 5719dce4: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.371942809Z [inf]  [IndependenceScore] 74e57d5e: no responses — excluded
2026-08-08T15:33:34.371946629Z [inf]  [IndependenceScore] f39fa972: no responses — excluded
2026-08-08T15:33:34.372273733Z [inf]  [IndependenceScore] 511ea06f: no responses — excluded
2026-08-08T15:33:34.372276343Z [inf]  [IndependenceScore] 1d81dc69 Q2: raw=5/35 norm=14 words=32 fired=[answered_not_skipped]
2026-08-08T15:33:34.372282103Z [inf]  [IndependenceScore] 1d81dc69 Q1: raw=12/35 norm=34 words=50 fired=[cross_session_reference, answered_not_skipped]
2026-08-08T15:33:34.372285183Z [inf]  [IndependenceScore] 8faf7f28: no responses — excluded
2026-08-08T15:33:34.372290313Z [inf]  [IndependenceScore] 1d81dc69: session_score=24 (avg=24 bonus=0)
2026-08-08T15:33:34.372290683Z [inf]  [IndependenceScore] 89acd312: no responses — excluded
2026-08-08T15:33:34.372293353Z [inf]  [IndependenceScore] eaee010e: no responses — excluded
2026-08-08T15:33:34.372299523Z [inf]  [IndependenceScore] 8f08004e: no responses — excluded
2026-08-08T15:33:34.372301843Z [inf]  [IndependenceScore] e2af0e23: no responses — excluded
2026-08-08T15:33:34.372302983Z [inf]  [IndependenceScore] 7f2da1c6: no responses — excluded
2026-08-08T15:33:34.372310473Z [inf]  [IndependenceScore] 464c81b5: no responses — excluded
2026-08-08T15:33:34.372310903Z [inf]  [IndependenceScore] 04e61e82: no responses — excluded
2026-08-08T15:33:34.372315443Z [inf]  [IndependenceScore] 20142997: no responses — excluded
2026-08-08T15:33:34.372318983Z [inf]  [IndependenceScore] 69bde9c6: no responses — excluded
2026-08-08T15:33:34.372323023Z [inf]  [IndependenceScore] 87a75d5c Q2: raw=5/35 norm=14 words=23 fired=[answered_not_skipped]
2026-08-08T15:33:34.372326672Z [inf]  [IndependenceScore] 87a75d5c Q1: raw=10/35 norm=29 words=67 fired=[response_depth, answered_not_skipped]
2026-08-08T15:33:34.372329842Z [inf]  [IndependenceScore] 87a75d5c: session_score=22 (avg=22 bonus=0)
2026-08-08T15:33:34.372333502Z [inf]  [IndependenceScore] a88fde79: no responses — excluded
2026-08-08T15:33:34.372337152Z [inf]  [IndependenceScore] fb54a2e0: no responses — excluded
2026-08-08T15:33:34.372561309Z [inf]  [IndependenceScore] 0e809520 Q1: raw=5/35 norm=14 words=11 fired=[answered_not_skipped]
2026-08-08T15:33:34.372563639Z [inf]  [IndependenceScore] 03bb96fb: no responses — excluded
2026-08-08T15:33:34.372568478Z [inf]  [IndependenceScore] 0e809520 Q2: raw=5/35 norm=14 words=13 fired=[answered_not_skipped]
2026-08-08T15:33:34.372573328Z [inf]  [IndependenceScore] 11b61549: no responses — excluded
2026-08-08T15:33:34.372574998Z [inf]  [IndependenceScore] 0e809520: session_score=14 (avg=14 bonus=0)
2026-08-08T15:33:34.372580468Z [inf]  [IndependenceScore] 5c3e7014: no responses — excluded
2026-08-08T15:33:34.372583238Z [inf]  [IndependenceScore] 0c3cecc5 Q3: raw=5/35 norm=14 words=10 fired=[answered_not_skipped]
2026-08-08T15:33:34.372586628Z [inf]  [IndependenceScore] 585e5930: no responses — excluded
2026-08-08T15:33:34.372592748Z [inf]  [IndependenceScore] 22a30288: no responses — excluded
2026-08-08T15:33:34.372593478Z [inf]  [IndependenceScore] 0c3cecc5 Q2: raw=5/35 norm=14 words=39 fired=[answered_not_skipped]
2026-08-08T15:33:34.372598568Z [inf]  [IndependenceScore] 3e3c4e63: no responses — excluded
2026-08-08T15:33:34.372603368Z [inf]  [IndependenceScore] 0c3cecc5 Q1: raw=5/35 norm=14 words=8 fired=[answered_not_skipped]
2026-08-08T15:33:34.372605478Z [inf]  [IndependenceScore] 5f365b8c: no responses — excluded
2026-08-08T15:33:34.372609958Z [inf]  [IndependenceScore] 1b319276: no responses — excluded
2026-08-08T15:33:34.372612998Z [inf]  [IndependenceScore] 3f220676: no responses — excluded
2026-08-08T15:33:34.372616478Z [inf]  [IndependenceScore] ac03928b: no responses — excluded
2026-08-08T15:33:34.372619288Z [inf]  [IndependenceScore] 272b6059: no responses — excluded
2026-08-08T15:33:34.372622608Z [inf]  [IndependenceScore] a1df8c32: no responses — excluded
2026-08-08T15:33:34.372625718Z [inf]  [IndependenceScore] 0fa76d8b: no responses — excluded
2026-08-08T15:33:34.372628437Z [inf]  [IndependenceScore] eda46405: no responses — excluded
2026-08-08T15:33:34.372931612Z [inf]  [IndependenceScore] 3d68e653: session_score=31 (avg=21 bonus=10)
2026-08-08T15:33:34.372933302Z [inf]  [IndependenceScore] 0c3cecc5: session_score=24 (avg=14 bonus=10)
2026-08-08T15:33:34.372937352Z [inf]  [IndependenceScore] 044b2b91: no responses — excluded
2026-08-08T15:33:34.372940462Z [inf]  [IndependenceScore] 181e0b62: no responses — excluded
2026-08-08T15:33:34.372944182Z [inf]  [IndependenceScore] e09ddb01: no responses — excluded
2026-08-08T15:33:34.372946822Z [inf]  [IndependenceScore] 15bc1dc5: no responses — excluded
2026-08-08T15:33:34.372950752Z [inf]  [IndependenceScore] dcdb7c87: no responses — excluded
2026-08-08T15:33:34.372953092Z [inf]  [IndependenceScore] 45ccb05b: no responses — excluded
2026-08-08T15:33:34.372956302Z [inf]  [IndependenceScore] fdbba766: no responses — excluded
2026-08-08T15:33:34.372959632Z [inf]  [IndependenceScore] 17204d6a Q1: raw=20/35 norm=57 words=60 fired=[stakeholder_surfacing, response_depth, answered_not_skipped]
2026-08-08T15:33:34.372962912Z [inf]  [IndependenceScore] 17204d6a Q2: raw=15/35 norm=43 words=20 fired=[stakeholder_surfacing, answered_not_skipped]
2026-08-08T15:33:34.372965892Z [inf]  [IndependenceScore] 17204d6a: session_score=50 (avg=50 bonus=0)
2026-08-08T15:33:34.372968302Z [inf]  [IndependenceScore] fcef6e09: no responses — excluded
2026-08-08T15:33:34.372971072Z [inf]  [IndependenceScore] 74526a52: no responses — excluded
2026-08-08T15:33:34.372973812Z [inf]  [IndependenceScore] 3d68e653 Q3: raw=15/35 norm=43 words=22 fired=[stakeholder_surfacing, answered_not_skipped]
2026-08-08T15:33:34.372976702Z [inf]  [IndependenceScore] 3d68e653 Q2: raw=5/35 norm=14 words=16 fired=[answered_not_skipped]
2026-08-08T15:33:34.372979652Z [inf]  [IndependenceScore] 3d68e653 Q4: raw=5/35 norm=14 words=6 fired=[answered_not_skipped]
2026-08-08T15:33:34.372982032Z [inf]  [IndependenceScore] 3d68e653 Q1: raw=5/35 norm=14 words=22 fired=[answered_not_skipped]
2026-08-08T15:33:34.373218688Z [inf]  [IndependenceScore] 46be8b04 Q2: raw=5/35 norm=14 words=7 fired=[answered_not_skipped]
2026-08-08T15:33:34.373221678Z [inf]  [IndependenceScore] 46be8b04 Q3: raw=5/35 norm=14 words=10 fired=[answered_not_skipped]
2026-08-08T15:33:34.373222538Z [inf]  [IndependenceScore] 7edd1a4c Q1: raw=15/35 norm=43 words=46 fired=[stakeholder_surfacing, answered_not_skipped]
2026-08-08T15:33:34.373224498Z [inf]  [IndependenceScore] 46be8b04 Q4: raw=5/35 norm=14 words=19 fired=[answered_not_skipped]
2026-08-08T15:33:34.373227978Z [inf]  [IndependenceScore] 7edd1a4c Q2: raw=5/35 norm=14 words=26 fired=[answered_not_skipped]
2026-08-08T15:33:34.373231078Z [inf]  [IndependenceScore] 7edd1a4c: session_score=29 (avg=29 bonus=0)
2026-08-08T15:33:34.373234407Z [inf]  [IndependenceScore] d9fb5cc2 Q1: raw=5/35 norm=14 words=4 fired=[answered_not_skipped]
2026-08-08T15:33:34.373238047Z [inf]  [IndependenceScore] d9fb5cc2 Q2: raw=5/35 norm=14 words=15 fired=[answered_not_skipped]
2026-08-08T15:33:34.373241217Z [inf]  [IndependenceScore] d9fb5cc2 Q3: raw=5/35 norm=14 words=18 fired=[answered_not_skipped]
2026-08-08T15:33:34.373244457Z [inf]  [IndependenceScore] d9fb5cc2: session_score=24 (avg=14 bonus=10)
2026-08-08T15:33:34.373247557Z [inf]  [IndependenceScore] e638e122: no responses — excluded
2026-08-08T15:33:34.373250937Z [inf]  [IndependenceScore] e702cf80: no responses — excluded
2026-08-08T15:33:34.373266987Z [inf]  [IndependenceScore] 1200ae14 Q1: raw=5/35 norm=14 words=36 fired=[answered_not_skipped]
2026-08-08T15:33:34.373269957Z [inf]  [IndependenceScore] 1200ae14 Q2: raw=5/35 norm=14 words=23 fired=[answered_not_skipped]
